"","gu","day","value"
"62317","용산구",2016-08-09,1
"62318","용산구",2016-08-10,4
"62319","용산구",2016-08-11,3
"62320","용산구",2016-08-12,7
"62321","용산구",2016-08-13,6
"62322","용산구",2016-08-14,3
"62323","용산구",2016-08-15,2
"62324","용산구",2016-08-16,3
"62325","용산구",2016-08-17,4
"62326","용산구",2016-08-18,4
"62327","용산구",2016-08-19,4
"62328","용산구",2016-08-20,7
"62329","용산구",2016-08-21,4
"62330","용산구",2016-08-22,3
"62331","용산구",2016-08-23,2
"62332","용산구",2016-08-24,2
"62333","용산구",2016-08-25,4
"62334","용산구",2016-08-26,6
"62335","용산구",2016-08-27,8
"62336","용산구",2016-08-28,4
"62337","용산구",2016-08-29,1
"62338","용산구",2016-08-30,8
"62339","용산구",2016-08-31,2
"62340","용산구",2016-09-01,4
"62341","용산구",2016-09-02,3
"62342","용산구",2016-09-03,5
"62343","용산구",2016-09-04,4
"62344","용산구",2016-09-05,0
"62345","용산구",2016-09-06,0
"62346","용산구",2016-09-07,3
"62347","용산구",2016-09-08,5
"62348","용산구",2016-09-09,7
"62349","용산구",2016-09-10,6
"62350","용산구",2016-09-11,2
"62351","용산구",2016-09-12,1
"62352","용산구",2016-09-13,3
"62353","용산구",2016-09-14,7
"62354","용산구",2016-09-15,4
"62355","용산구",2016-09-16,1
"62356","용산구",2016-09-17,3
"62357","용산구",2016-09-18,3
"62358","용산구",2016-09-19,4
"62359","용산구",2016-09-20,3
"62360","용산구",2016-09-21,3
"62361","용산구",2016-09-22,4
"62362","용산구",2016-09-23,10
"62363","용산구",2016-09-24,5
"62364","용산구",2016-09-25,3
"62365","용산구",2016-09-26,9
"62366","용산구",2016-09-27,5
"62367","용산구",2016-09-28,6
"62368","용산구",2016-09-29,2
"62369","용산구",2016-09-30,4
"62370","용산구",2016-10-01,5
"62371","용산구",2016-10-02,1
"62372","용산구",2016-10-03,6
"62373","용산구",2016-10-04,5
"62374","용산구",2016-10-05,9
"62375","용산구",2016-10-06,2
"62376","용산구",2016-10-07,4
"62377","용산구",2016-10-08,7
"62378","용산구",2016-10-09,3
"62379","용산구",2016-10-10,3
"62380","용산구",2016-10-11,1
"62381","용산구",2016-10-12,4
"62382","용산구",2016-10-13,4
"62383","용산구",2016-10-14,4
"62384","용산구",2016-10-15,7
"62385","용산구",2016-10-16,4
"62386","용산구",2016-10-17,2
"62387","용산구",2016-10-18,7
"62388","용산구",2016-10-19,4
"62389","용산구",2016-10-20,5
"62390","용산구",2016-10-21,5
"62391","용산구",2016-10-22,6
"62392","용산구",2016-10-23,3
"62393","용산구",2016-10-24,3
"62394","용산구",2016-10-25,1
"62395","용산구",2016-10-26,4
"62396","용산구",2016-10-27,6
"62397","용산구",2016-10-28,6
"62398","용산구",2016-10-29,1
"62399","용산구",2016-10-30,6
"62400","용산구",2016-10-31,7
"62401","용산구",2016-11-01,8
"62402","용산구",2016-11-02,6
"62403","용산구",2016-11-03,6
"62404","용산구",2016-11-04,4
"62405","용산구",2016-11-05,5
"62406","용산구",2016-11-06,4
"62407","용산구",2016-11-07,4
"62408","용산구",2016-11-08,2
"62409","용산구",2016-11-09,1
"62410","용산구",2016-11-10,6
"62411","용산구",2016-11-11,5
"62412","용산구",2016-11-12,7
"62413","용산구",2016-11-13,3
"62414","용산구",2016-11-14,3
"62415","용산구",2016-11-15,7
"62416","용산구",2016-11-16,1
"62417","용산구",2016-11-17,1
"62418","용산구",2016-11-18,8
"62419","용산구",2016-11-19,6
"62420","용산구",2016-11-20,4
"62421","용산구",2016-11-21,5
"62422","용산구",2016-11-22,6
"62423","용산구",2016-11-23,4
"62424","용산구",2016-11-24,7
"62425","용산구",2016-11-25,3
"62426","용산구",2016-11-26,4
"62427","용산구",2016-11-27,3
"62428","용산구",2016-11-28,1
"62429","용산구",2016-11-29,2
"62430","용산구",2016-11-30,6
"62431","용산구",2016-12-01,7
"62432","용산구",2016-12-02,7
"62433","용산구",2016-12-03,4
"62434","용산구",2016-12-04,4
"62435","용산구",2016-12-05,5
"62436","용산구",2016-12-06,7
"62437","용산구",2016-12-07,4
"62438","용산구",2016-12-08,3
"62439","용산구",2016-12-09,2
"62440","용산구",2016-12-10,8
"62441","용산구",2016-12-11,1
"62442","용산구",2016-12-12,4
"62443","용산구",2016-12-13,2
"62444","용산구",2016-12-14,5
"62445","용산구",2016-12-15,2
"62446","용산구",2016-12-16,3
"62447","용산구",2016-12-17,8
"62448","용산구",2016-12-18,6
"62449","용산구",2016-12-19,4
"62450","용산구",2016-12-20,5
"62451","용산구",2016-12-21,3
"62452","용산구",2016-12-22,3
"62453","용산구",2016-12-23,5
"62454","용산구",2016-12-24,5
"62455","용산구",2016-12-25,3
"62456","용산구",2016-12-26,2
"62457","용산구",2016-12-27,2
"62458","용산구",2016-12-28,6
"62459","용산구",2016-12-29,2
"62460","용산구",2016-12-30,8
"62461","용산구",2016-12-31,8
"62462","은평구",2016-01-01,5
"62463","은평구",2016-01-02,3
"62464","은평구",2016-01-03,3
"62465","은평구",2016-01-04,4
"62466","은평구",2016-01-05,1
"62467","은평구",2016-01-06,0
"62468","은평구",2016-01-07,2
"62469","은평구",2016-01-08,4
"62470","은평구",2016-01-09,3
"62471","은평구",2016-01-10,3
"62472","은평구",2016-01-11,2
"62473","은평구",2016-01-12,3
"62474","은평구",2016-01-13,2
"62475","은평구",2016-01-14,3
"62476","은평구",2016-01-15,2
"62477","은평구",2016-01-16,1
"62478","은평구",2016-01-17,1
"62479","은평구",2016-01-18,2
"62480","은평구",2016-01-19,2
"62481","은평구",2016-01-20,3
"62482","은평구",2016-01-21,1
"62483","은평구",2016-01-22,2
"62484","은평구",2016-01-23,2
"62485","은평구",2016-01-24,4
"62486","은평구",2016-01-25,4
"62487","은평구",2016-01-26,2
"62488","은평구",2016-01-27,2
"62489","은평구",2016-01-28,4
"62490","은평구",2016-01-29,1
"62491","은평구",2016-01-30,4
"62492","은평구",2016-01-31,1
"62493","은평구",2016-02-01,3
"62494","은평구",2016-02-02,6
"62495","은평구",2016-02-03,3
"62496","은평구",2016-02-04,1
"62497","은평구",2016-02-05,6
"62498","은평구",2016-02-06,4
"62499","은평구",2016-02-07,2
"62500","은평구",2016-02-08,4
"62501","은평구",2016-02-09,2
"62502","은평구",2016-02-10,1
"62503","은평구",2016-02-11,1
"62504","은평구",2016-02-12,7
"62505","은평구",2016-02-13,5
"62506","은평구",2016-02-14,2
"62507","은평구",2016-02-15,2
"62508","은평구",2016-02-16,5
"62509","은평구",2016-02-17,3
"62510","은평구",2016-02-18,1
"62511","은평구",2016-02-19,1
"62512","은평구",2016-02-20,4
"62513","은평구",2016-02-21,0
"62514","은평구",2016-02-22,1
"62515","은평구",2016-02-23,0
"62516","은평구",2016-02-24,5
"62517","은평구",2016-02-25,2
"62518","은평구",2016-02-26,4
"62519","은평구",2016-02-27,6
"62520","은평구",2016-02-28,2
"62521","은평구",2016-02-29,0
"62522","은평구",2016-03-01,0
"62523","은평구",2016-03-02,1
"62524","은평구",2016-03-03,2
"62525","은평구",2016-03-04,7
"62526","은평구",2016-03-05,3
"62527","은평구",2016-03-06,1
"62528","은평구",2016-03-07,2
"62529","은평구",2016-03-08,3
"62530","은평구",2016-03-09,3
"62531","은평구",2016-03-10,2
"62532","은평구",2016-03-11,1
"62533","은평구",2016-03-12,5
"62534","은평구",2016-03-13,0
"62535","은평구",2016-03-14,2
"62536","은평구",2016-03-15,3
"62537","은평구",2016-03-16,2
"62538","은평구",2016-03-17,7
"62539","은평구",2016-03-18,0
"62540","은평구",2016-03-19,3
"62541","은평구",2016-03-20,2
"62542","은평구",2016-03-21,1
"62543","은평구",2016-03-22,2
"62544","은평구",2016-03-23,2
"62545","은평구",2016-03-24,8
"62546","은평구",2016-03-25,5
"62547","은평구",2016-03-26,3
"62548","은평구",2016-03-27,5
"62549","은평구",2016-03-28,3
"62550","은평구",2016-03-29,3
"62551","은평구",2016-03-30,3
"62552","은평구",2016-03-31,4
"62553","은평구",2016-04-01,4
"62554","은평구",2016-04-02,1
"62555","은평구",2016-04-03,8
"62556","은평구",2016-04-04,3
"62557","은평구",2016-04-05,3
"62558","은평구",2016-04-06,5
"62559","은평구",2016-04-07,1
"62560","은평구",2016-04-08,1
"62561","은평구",2016-04-09,5
"62562","은평구",2016-04-10,4
"62563","은평구",2016-04-11,5
"62564","은평구",2016-04-12,1
"62565","은평구",2016-04-13,0
"62566","은평구",2016-04-14,4
"62567","은평구",2016-04-15,1
"62568","은평구",2016-04-16,1
"62569","은평구",2016-04-17,2
"62570","은평구",2016-04-18,2
"62571","은평구",2016-04-19,5
"62572","은평구",2016-04-20,4
"62573","은평구",2016-04-21,3
"62574","은평구",2016-04-22,4
"62575","은평구",2016-04-23,3
"62576","은평구",2016-04-24,3
"62577","은평구",2016-04-25,1
"62578","은평구",2016-04-26,5
"62579","은평구",2016-04-27,4
"62580","은평구",2016-04-28,4
"62581","은평구",2016-04-29,5
"62582","은평구",2016-04-30,2
"62583","은평구",2016-05-01,5
"62584","은평구",2016-05-02,10
"62585","은평구",2016-05-03,2
"62586","은평구",2016-05-04,7
"62587","은평구",2016-05-05,1
"62588","은평구",2016-05-06,2
"62589","은평구",2016-05-07,4
"62590","은평구",2016-05-08,1
"62591","은평구",2016-05-09,4
"62592","은평구",2016-05-10,1
"62593","은평구",2016-05-11,4
"62594","은평구",2016-05-12,1
"62595","은평구",2016-05-13,5
"62596","은평구",2016-05-14,6
"62597","은평구",2016-05-15,3
"62598","은평구",2016-05-16,2
"62599","은평구",2016-05-17,5
"62600","은평구",2016-05-18,4
"62601","은평구",2016-05-19,1
"62602","은평구",2016-05-20,1
"62603","은평구",2016-05-21,7
"62604","은평구",2016-05-22,4
"62605","은평구",2016-05-23,3
"62606","은평구",2016-05-24,7
"62607","은평구",2016-05-25,2
"62608","은평구",2016-05-26,2
"62609","은평구",2016-05-27,2
"62610","은평구",2016-05-28,5
"62611","은평구",2016-05-29,0
"62612","은평구",2016-05-30,2
"62613","은평구",2016-05-31,5
"62614","은평구",2016-06-01,4
"62615","은평구",2016-06-02,6
"62616","은평구",2016-06-03,3
"62617","은평구",2016-06-04,3
"62618","은평구",2016-06-05,2
"62619","은평구",2016-06-06,6
"62620","은평구",2016-06-07,6
"62621","은평구",2016-06-08,2
"62622","은평구",2016-06-09,3
"62623","은평구",2016-06-10,2
"62624","은평구",2016-06-11,5
"62625","은평구",2016-06-12,3
"62626","은평구",2016-06-13,4
"62627","은평구",2016-06-14,2
"62628","은평구",2016-06-15,4
"62629","은평구",2016-06-16,6
"62630","은평구",2016-06-17,1
"62631","은평구",2016-06-18,1
"62632","은평구",2016-06-19,2
"62633","은평구",2016-06-20,2
"62634","은평구",2016-06-21,4
"62635","은평구",2016-06-22,2
"62636","은평구",2016-06-23,3
"62637","은평구",2016-06-24,6
"62638","은평구",2016-06-25,6
"62639","은평구",2016-06-26,3
"62640","은평구",2016-06-27,1
"62641","은평구",2016-06-28,6
"62642","은평구",2016-06-29,2
"62643","은평구",2016-06-30,8
"62644","은평구",2016-07-01,2
"62645","은평구",2016-07-02,3
"62646","은평구",2016-07-03,2
"62647","은평구",2016-07-04,7
"62648","은평구",2016-07-05,3
"62649","은평구",2016-07-06,2
"62650","은평구",2016-07-07,4
"62651","은평구",2016-07-08,2
"62652","은평구",2016-07-09,2
"62653","은평구",2016-07-10,2
"62654","은평구",2016-07-11,3
"62655","은평구",2016-07-12,2
"62656","은평구",2016-07-13,5
"62657","은평구",2016-07-14,1
"62658","은평구",2016-07-15,3
"62659","은평구",2016-07-16,6
"62660","은평구",2016-07-17,4
"62661","은평구",2016-07-18,3
"62662","은평구",2016-07-19,2
"62663","은평구",2016-07-20,6
"62664","은평구",2016-07-21,4
"62665","은평구",2016-07-22,2
"62666","은평구",2016-07-23,5
"62667","은평구",2016-07-24,3
"62668","은평구",2016-07-25,3
"62669","은평구",2016-07-26,4
"62670","은평구",2016-07-27,4
"62671","은평구",2016-07-28,3
"62672","은평구",2016-07-29,6
"62673","은평구",2016-07-30,1
"62674","은평구",2016-07-31,4
"62675","은평구",2016-08-01,4
"62676","은평구",2016-08-02,2
"62677","은평구",2016-08-03,1
"62678","은평구",2016-08-04,4
"62679","은평구",2016-08-05,3
"62680","은평구",2016-08-06,3
"62681","은평구",2016-08-07,1
"62682","은평구",2016-08-08,3
"62683","은평구",2016-08-09,1
"62684","은평구",2016-08-10,0
"62685","은평구",2016-08-11,6
"62686","은평구",2016-08-12,4
"62687","은평구",2016-08-13,3
"62688","은평구",2016-08-14,3
"62689","은평구",2016-08-15,3
"62690","은평구",2016-08-16,1
"62691","은평구",2016-08-17,2
"62692","은평구",2016-08-18,5
"62693","은평구",2016-08-19,3
"62694","은평구",2016-08-20,2
"62695","은평구",2016-08-21,4
"62696","은평구",2016-08-22,3
"62697","은평구",2016-08-23,3
"62698","은평구",2016-08-24,4
"62699","은평구",2016-08-25,2
"62700","은평구",2016-08-26,6
"62701","은평구",2016-08-27,5
"62702","은평구",2016-08-28,3
"62703","은평구",2016-08-29,3
"62704","은평구",2016-08-30,2
"62705","은평구",2016-08-31,9
"62706","은평구",2016-09-01,4
"62707","은평구",2016-09-02,3
"62708","은평구",2016-09-03,4
"62709","은평구",2016-09-04,2
"62710","은평구",2016-09-05,5
"62711","은평구",2016-09-06,5
"62712","은평구",2016-09-07,3
"62713","은평구",2016-09-08,5
"62714","은평구",2016-09-09,3
"62715","은평구",2016-09-10,3
"62716","은평구",2016-09-11,3
"62717","은평구",2016-09-12,2
"62718","은평구",2016-09-13,4
"62719","은평구",2016-09-14,0
"62720","은평구",2016-09-15,0
"62721","은평구",2016-09-16,2
"62722","은평구",2016-09-17,4
"62723","은평구",2016-09-18,2
"62724","은평구",2016-09-19,4
"62725","은평구",2016-09-20,1
"62726","은평구",2016-09-21,4
"62727","은평구",2016-09-22,2
"62728","은평구",2016-09-23,3
"62729","은평구",2016-09-24,2
"62730","은평구",2016-09-25,3
"62731","은평구",2016-09-26,4
"62732","은평구",2016-09-27,4
"62733","은평구",2016-09-28,4
"62734","은평구",2016-09-29,3
"62735","은평구",2016-09-30,7
"62736","은평구",2016-10-01,3
"62737","은평구",2016-10-02,2
"62738","은평구",2016-10-03,2
"62739","은평구",2016-10-04,4
"62740","은평구",2016-10-05,2
"62741","은평구",2016-10-06,2
"62742","은평구",2016-10-07,4
"62743","은평구",2016-10-08,4
"62744","은평구",2016-10-09,1
"62745","은평구",2016-10-10,4
"62746","은평구",2016-10-11,2
"62747","은평구",2016-10-12,5
"62748","은평구",2016-10-13,3
"62749","은평구",2016-10-14,2
"62750","은평구",2016-10-15,4
"62751","은평구",2016-10-16,3
"62752","은평구",2016-10-17,9
"62753","은평구",2016-10-18,2
"62754","은평구",2016-10-19,3
"62755","은평구",2016-10-20,4
"62756","은평구",2016-10-21,4
"62757","은평구",2016-10-22,2
"62758","은평구",2016-10-23,0
"62759","은평구",2016-10-24,2
"62760","은평구",2016-10-25,3
"62761","은평구",2016-10-26,5
"62762","은평구",2016-10-27,6
"62763","은평구",2016-10-28,0
"62764","은평구",2016-10-29,2
"62765","은평구",2016-10-30,2
"62766","은평구",2016-10-31,3
"62767","은평구",2016-11-01,4
"62768","은평구",2016-11-02,0
"62769","은평구",2016-11-03,1
"62770","은평구",2016-11-04,5
"62771","은평구",2016-11-05,2
"62772","은평구",2016-11-06,1
"62773","은평구",2016-11-07,7
"62774","은평구",2016-11-08,1
"62775","은평구",2016-11-09,1
"62776","은평구",2016-11-10,2
"62777","은평구",2016-11-11,1
"62778","은평구",2016-11-12,1
"62779","은평구",2016-11-13,0
"62780","은평구",2016-11-14,2
"62781","은평구",2016-11-15,3
"62782","은평구",2016-11-16,0
"62783","은평구",2016-11-17,5
"62784","은평구",2016-11-18,2
"62785","은평구",2016-11-19,4
"62786","은평구",2016-11-20,5
"62787","은평구",2016-11-21,3
"62788","은평구",2016-11-22,4
"62789","은평구",2016-11-23,2
"62790","은평구",2016-11-24,4
"62791","은평구",2016-11-25,3
"62792","은평구",2016-11-26,1
"62793","은평구",2016-11-27,1
"62794","은평구",2016-11-28,5
"62795","은평구",2016-11-29,1
"62796","은평구",2016-11-30,3
"62797","은평구",2016-12-01,6
"62798","은평구",2016-12-02,4
"62799","은평구",2016-12-03,3
"62800","은평구",2016-12-04,5
"62801","은평구",2016-12-05,1
"62802","은평구",2016-12-06,6
"62803","은평구",2016-12-07,1
"62804","은평구",2016-12-08,3
"62805","은평구",2016-12-09,3
"62806","은평구",2016-12-10,2
"62807","은평구",2016-12-11,5
"62808","은평구",2016-12-12,3
"62809","은평구",2016-12-13,3
"62810","은평구",2016-12-14,4
"62811","은평구",2016-12-15,3
"62812","은평구",2016-12-16,3
"62813","은평구",2016-12-17,5
"62814","은평구",2016-12-18,1
"62815","은평구",2016-12-19,0
"62816","은평구",2016-12-20,1
"62817","은평구",2016-12-21,3
"62818","은평구",2016-12-22,2
"62819","은평구",2016-12-23,2
"62820","은평구",2016-12-24,3
"62821","은평구",2016-12-25,4
"62822","은평구",2016-12-26,4
"62823","은평구",2016-12-27,5
"62824","은평구",2016-12-28,1
"62825","은평구",2016-12-29,4
"62826","은평구",2016-12-30,6
"62827","은평구",2016-12-31,4
"62828","종로구",2016-01-01,1
"62829","종로구",2016-01-02,2
"62830","종로구",2016-01-03,2
"62831","종로구",2016-01-04,3
"62832","종로구",2016-01-05,4
"62833","종로구",2016-01-06,7
"62834","종로구",2016-01-07,4
"62835","종로구",2016-01-08,2
"62836","종로구",2016-01-09,5
"62837","종로구",2016-01-10,2
"62838","종로구",2016-01-11,5
"62839","종로구",2016-01-12,5
"62840","종로구",2016-01-13,0
"62841","종로구",2016-01-14,2
"62842","종로구",2016-01-15,3
"62843","종로구",2016-01-16,7
"62844","종로구",2016-01-17,5
"62845","종로구",2016-01-18,3
"62846","종로구",2016-01-19,3
"62847","종로구",2016-01-20,3
"62848","종로구",2016-01-21,6
"62849","종로구",2016-01-22,2
"62850","종로구",2016-01-23,2
"62851","종로구",2016-01-24,0
"62852","종로구",2016-01-25,3
"62853","종로구",2016-01-26,2
"62854","종로구",2016-01-27,6
"62855","종로구",2016-01-28,3
"62856","종로구",2016-01-29,7
"62857","종로구",2016-01-30,3
"62858","종로구",2016-01-31,3
"62859","종로구",2016-02-01,4
"62860","종로구",2016-02-02,2
"62861","종로구",2016-02-03,2
"62862","종로구",2016-02-04,3
"62863","종로구",2016-02-05,1
"62864","종로구",2016-02-06,1
"62865","종로구",2016-02-07,0
"62866","종로구",2016-02-08,2
"62867","종로구",2016-02-09,1
"62868","종로구",2016-02-10,4
"62869","종로구",2016-02-11,2
"62870","종로구",2016-02-12,3
"62871","종로구",2016-02-13,4
"62872","종로구",2016-02-14,1
"62873","종로구",2016-02-15,1
"62874","종로구",2016-02-16,3
"62875","종로구",2016-02-17,4
"62876","종로구",2016-02-18,4
"62877","종로구",2016-02-19,2
"62878","종로구",2016-02-20,3
"62879","종로구",2016-02-21,4
"62880","종로구",2016-02-22,1
"62881","종로구",2016-02-23,1
"62882","종로구",2016-02-24,1
"62883","종로구",2016-02-25,3
"62884","종로구",2016-02-26,1
"62885","종로구",2016-02-27,4
"62886","종로구",2016-02-28,5
"62887","종로구",2016-02-29,8
"62888","종로구",2016-03-01,8
"62889","종로구",2016-03-02,6
"62890","종로구",2016-03-03,4
"62891","종로구",2016-03-04,2
"62892","종로구",2016-03-05,3
"62893","종로구",2016-03-06,1
"62894","종로구",2016-03-07,4
"62895","종로구",2016-03-08,2
"62896","종로구",2016-03-09,4
"62897","종로구",2016-03-10,1
"62898","종로구",2016-03-11,7
"62899","종로구",2016-03-12,3
"62900","종로구",2016-03-13,1
"62901","종로구",2016-03-14,5
"62902","종로구",2016-03-15,3
"62903","종로구",2016-03-16,4
"62904","종로구",2016-03-17,1
"62905","종로구",2016-03-18,2
"62906","종로구",2016-03-19,3
"62907","종로구",2016-03-20,7
"62908","종로구",2016-03-21,3
"62909","종로구",2016-03-22,7
"62910","종로구",2016-03-23,2
"62911","종로구",2016-03-24,5
"62912","종로구",2016-03-25,5
"62913","종로구",2016-03-26,3
"62914","종로구",2016-03-27,0
"62915","종로구",2016-03-28,3
"62916","종로구",2016-03-29,3
"62917","종로구",2016-03-30,4
"62918","종로구",2016-03-31,7
"62919","종로구",2016-04-01,7
"62920","종로구",2016-04-02,4
"62921","종로구",2016-04-03,2
"62922","종로구",2016-04-04,9
"62923","종로구",2016-04-05,3
"62924","종로구",2016-04-06,3
"62925","종로구",2016-04-07,6
"62926","종로구",2016-04-08,6
"62927","종로구",2016-04-09,1
"62928","종로구",2016-04-10,3
"62929","종로구",2016-04-11,2
"62930","종로구",2016-04-12,2
"62931","종로구",2016-04-13,2
"62932","종로구",2016-04-14,1
"62933","종로구",2016-04-15,5
"62934","종로구",2016-04-16,0
"62935","종로구",2016-04-17,3
"62936","종로구",2016-04-18,4
"62937","종로구",2016-04-19,6
"62938","종로구",2016-04-20,12
"62939","종로구",2016-04-21,6
"62940","종로구",2016-04-22,3
"62941","종로구",2016-04-23,4
"62942","종로구",2016-04-24,1
"62943","종로구",2016-04-25,3
"62944","종로구",2016-04-26,6
"62945","종로구",2016-04-27,5
"62946","종로구",2016-04-28,6
"62947","종로구",2016-04-29,2
"62948","종로구",2016-04-30,2
"62949","종로구",2016-05-01,3
"62950","종로구",2016-05-02,5
"62951","종로구",2016-05-03,7
"62952","종로구",2016-05-04,3
"62953","종로구",2016-05-05,4
"62954","종로구",2016-05-06,9
"62955","종로구",2016-05-07,12
"62956","종로구",2016-05-08,8
"62957","종로구",2016-05-09,8
"62958","종로구",2016-05-10,5
"62959","종로구",2016-05-11,7
"62960","종로구",2016-05-12,2
"62961","종로구",2016-05-13,4
"62962","종로구",2016-05-14,3
"62963","종로구",2016-05-15,6
"62964","종로구",2016-05-16,7
"62965","종로구",2016-05-17,7
"62966","종로구",2016-05-18,3
"62967","종로구",2016-05-19,2
"62968","종로구",2016-05-20,3
"62969","종로구",2016-05-21,3
"62970","종로구",2016-05-22,5
"62971","종로구",2016-05-23,2
"62972","종로구",2016-05-24,4
"62973","종로구",2016-05-25,2
"62974","종로구",2016-05-26,8
"62975","종로구",2016-05-27,3
"62976","종로구",2016-05-28,2
"62977","종로구",2016-05-29,3
"62978","종로구",2016-05-30,4
"62979","종로구",2016-05-31,7
"62980","종로구",2016-06-01,4
"62981","종로구",2016-06-02,4
"62982","종로구",2016-06-03,0
"62983","종로구",2016-06-04,1
"62984","종로구",2016-06-05,3
"62985","종로구",2016-06-06,2
"62986","종로구",2016-06-07,4
"62987","종로구",2016-06-08,5
"62988","종로구",2016-06-09,2
"62989","종로구",2016-06-10,2
"62990","종로구",2016-06-11,4
"62991","종로구",2016-06-12,2
"62992","종로구",2016-06-13,2
"62993","종로구",2016-06-14,4
"62994","종로구",2016-06-15,5
"62995","종로구",2016-06-16,8
"62996","종로구",2016-06-17,5
"62997","종로구",2016-06-18,1
"62998","종로구",2016-06-19,0
"62999","종로구",2016-06-20,3
"63000","종로구",2016-06-21,5
"63001","종로구",2016-06-22,3
"63002","종로구",2016-06-23,7
"63003","종로구",2016-06-24,2
"63004","종로구",2016-06-25,3
"63005","종로구",2016-06-26,2
"63006","종로구",2016-06-27,4
"63007","종로구",2016-06-28,2
"63008","종로구",2016-06-29,2
"63009","종로구",2016-06-30,4
"63010","종로구",2016-07-01,8
"63011","종로구",2016-07-02,7
"63012","종로구",2016-07-03,3
"63013","종로구",2016-07-04,3
"63014","종로구",2016-07-05,2
"63015","종로구",2016-07-06,3
"63016","종로구",2016-07-07,2
"63017","종로구",2016-07-08,8
"63018","종로구",2016-07-09,9
"63019","종로구",2016-07-10,3
"63020","종로구",2016-07-11,4
"63021","종로구",2016-07-12,8
"63022","종로구",2016-07-13,5
"63023","종로구",2016-07-14,4
"63024","종로구",2016-07-15,3
"63025","종로구",2016-07-16,4
"63026","종로구",2016-07-17,0
"63027","종로구",2016-07-18,3
"63028","종로구",2016-07-19,4
"63029","종로구",2016-07-20,3
"63030","종로구",2016-07-21,5
"63031","종로구",2016-07-22,5
"63032","종로구",2016-07-23,1
"63033","종로구",2016-07-24,2
"63034","종로구",2016-07-25,2
"63035","종로구",2016-07-26,4
"63036","종로구",2016-07-27,3
"63037","종로구",2016-07-28,2
"63038","종로구",2016-07-29,2
"63039","종로구",2016-07-30,6
"63040","종로구",2016-07-31,4
"63041","종로구",2016-08-01,1
"63042","종로구",2016-08-02,4
"63043","종로구",2016-08-03,10
"63044","종로구",2016-08-04,4
"63045","종로구",2016-08-05,6
"63046","종로구",2016-08-06,2
"63047","종로구",2016-08-07,0
"63048","종로구",2016-08-08,2
"63049","종로구",2016-08-09,3
"63050","종로구",2016-08-10,1
"63051","종로구",2016-08-11,1
"63052","종로구",2016-08-12,5
"63053","종로구",2016-08-13,1
"63054","종로구",2016-08-14,1
"63055","종로구",2016-08-15,0
"63056","종로구",2016-08-16,9
"63057","종로구",2016-08-17,5
"63058","종로구",2016-08-18,4
"63059","종로구",2016-08-19,5
"63060","종로구",2016-08-20,6
"63061","종로구",2016-08-21,0
"63062","종로구",2016-08-22,3
"63063","종로구",2016-08-23,1
"63064","종로구",2016-08-24,3
"63065","종로구",2016-08-25,1
"63066","종로구",2016-08-26,3
"63067","종로구",2016-08-27,2
"63068","종로구",2016-08-28,1
"63069","종로구",2016-08-29,3
"63070","종로구",2016-08-30,4
"63071","종로구",2016-08-31,5
"63072","종로구",2016-09-01,3
"63073","종로구",2016-09-02,7
"63074","종로구",2016-09-03,7
"63075","종로구",2016-09-04,1
"63076","종로구",2016-09-05,5
"63077","종로구",2016-09-06,4
"63078","종로구",2016-09-07,2
"63079","종로구",2016-09-08,4
"63080","종로구",2016-09-09,4
"63081","종로구",2016-09-10,3
"63082","종로구",2016-09-11,2
"63083","종로구",2016-09-12,4
"63084","종로구",2016-09-13,3
"63085","종로구",2016-09-14,3
"63086","종로구",2016-09-15,1
"63087","종로구",2016-09-16,2
"63088","종로구",2016-09-17,1
"63089","종로구",2016-09-18,2
"63090","종로구",2016-09-19,3
"63091","종로구",2016-09-20,4
"63092","종로구",2016-09-21,4
"63093","종로구",2016-09-22,4
"63094","종로구",2016-09-23,3
"63095","종로구",2016-09-24,3
"63096","종로구",2016-09-25,1
"63097","종로구",2016-09-26,6
"63098","종로구",2016-09-27,2
"63099","종로구",2016-09-28,5
"63100","종로구",2016-09-29,5
"63101","종로구",2016-09-30,4
"63102","종로구",2016-10-01,5
"63103","종로구",2016-10-02,2
"63104","종로구",2016-10-03,5
"63105","종로구",2016-10-04,4
"63106","종로구",2016-10-05,4
"63107","종로구",2016-10-06,1
"63108","종로구",2016-10-07,4
"63109","종로구",2016-10-08,2
"63110","종로구",2016-10-09,4
"63111","종로구",2016-10-10,3
"63112","종로구",2016-10-11,5
"63113","종로구",2016-10-12,6
"63114","종로구",2016-10-13,1
"63115","종로구",2016-10-14,5
"63116","종로구",2016-10-15,1
"63117","종로구",2016-10-16,2
"63118","종로구",2016-10-17,4
"63119","종로구",2016-10-18,4
"63120","종로구",2016-10-19,2
"63121","종로구",2016-10-20,2
"63122","종로구",2016-10-21,4
"63123","종로구",2016-10-22,4
"63124","종로구",2016-10-23,3
"63125","종로구",2016-10-24,10
"63126","종로구",2016-10-25,5
"63127","종로구",2016-10-26,2
"63128","종로구",2016-10-27,4
"63129","종로구",2016-10-28,2
"63130","종로구",2016-10-29,4
"63131","종로구",2016-10-30,2
"63132","종로구",2016-10-31,0
"63133","종로구",2016-11-01,7
"63134","종로구",2016-11-02,1
"63135","종로구",2016-11-03,3
"63136","종로구",2016-11-04,3
"63137","종로구",2016-11-05,2
"63138","종로구",2016-11-06,5
