"","gu","day","value"
"29435","광진구",2013-07-29,0
"29436","광진구",2013-07-30,5
"29437","광진구",2013-07-31,5
"29438","광진구",2013-08-01,6
"29439","광진구",2013-08-02,3
"29440","광진구",2013-08-03,3
"29441","광진구",2013-08-04,2
"29442","광진구",2013-08-05,4
"29443","광진구",2013-08-06,4
"29444","광진구",2013-08-07,6
"29445","광진구",2013-08-08,3
"29446","광진구",2013-08-09,5
"29447","광진구",2013-08-10,4
"29448","광진구",2013-08-11,1
"29449","광진구",2013-08-12,4
"29450","광진구",2013-08-13,4
"29451","광진구",2013-08-14,4
"29452","광진구",2013-08-15,7
"29453","광진구",2013-08-16,3
"29454","광진구",2013-08-17,0
"29455","광진구",2013-08-18,4
"29456","광진구",2013-08-19,5
"29457","광진구",2013-08-20,5
"29458","광진구",2013-08-21,5
"29459","광진구",2013-08-22,1
"29460","광진구",2013-08-23,1
"29461","광진구",2013-08-24,8
"29462","광진구",2013-08-25,5
"29463","광진구",2013-08-26,2
"29464","광진구",2013-08-27,6
"29465","광진구",2013-08-28,5
"29466","광진구",2013-08-29,6
"29467","광진구",2013-08-30,2
"29468","광진구",2013-08-31,4
"29469","광진구",2013-09-01,4
"29470","광진구",2013-09-02,4
"29471","광진구",2013-09-03,3
"29472","광진구",2013-09-04,2
"29473","광진구",2013-09-05,7
"29474","광진구",2013-09-06,4
"29475","광진구",2013-09-07,6
"29476","광진구",2013-09-08,3
"29477","광진구",2013-09-09,0
"29478","광진구",2013-09-10,6
"29479","광진구",2013-09-11,7
"29480","광진구",2013-09-12,5
"29481","광진구",2013-09-13,1
"29482","광진구",2013-09-14,5
"29483","광진구",2013-09-15,4
"29484","광진구",2013-09-16,2
"29485","광진구",2013-09-17,4
"29486","광진구",2013-09-18,6
"29487","광진구",2013-09-19,2
"29488","광진구",2013-09-20,1
"29489","광진구",2013-09-21,4
"29490","광진구",2013-09-22,3
"29491","광진구",2013-09-23,2
"29492","광진구",2013-09-24,1
"29493","광진구",2013-09-25,7
"29494","광진구",2013-09-26,5
"29495","광진구",2013-09-27,5
"29496","광진구",2013-09-28,4
"29497","광진구",2013-09-29,6
"29498","광진구",2013-09-30,3
"29499","광진구",2013-10-01,3
"29500","광진구",2013-10-02,3
"29501","광진구",2013-10-03,5
"29502","광진구",2013-10-04,4
"29503","광진구",2013-10-05,10
"29504","광진구",2013-10-06,2
"29505","광진구",2013-10-07,1
"29506","광진구",2013-10-08,4
"29507","광진구",2013-10-09,3
"29508","광진구",2013-10-10,5
"29509","광진구",2013-10-11,4
"29510","광진구",2013-10-12,3
"29511","광진구",2013-10-13,6
"29512","광진구",2013-10-14,5
"29513","광진구",2013-10-15,6
"29514","광진구",2013-10-16,3
"29515","광진구",2013-10-17,0
"29516","광진구",2013-10-18,4
"29517","광진구",2013-10-19,3
"29518","광진구",2013-10-20,5
"29519","광진구",2013-10-21,5
"29520","광진구",2013-10-22,3
"29521","광진구",2013-10-23,5
"29522","광진구",2013-10-24,2
"29523","광진구",2013-10-25,3
"29524","광진구",2013-10-26,5
"29525","광진구",2013-10-27,3
"29526","광진구",2013-10-28,6
"29527","광진구",2013-10-29,4
"29528","광진구",2013-10-30,3
"29529","광진구",2013-10-31,3
"29530","광진구",2013-11-01,3
"29531","광진구",2013-11-02,1
"29532","광진구",2013-11-03,1
"29533","광진구",2013-11-04,5
"29534","광진구",2013-11-05,4
"29535","광진구",2013-11-06,4
"29536","광진구",2013-11-07,3
"29537","광진구",2013-11-08,4
"29538","광진구",2013-11-09,6
"29539","광진구",2013-11-10,4
"29540","광진구",2013-11-11,2
"29541","광진구",2013-11-12,4
"29542","광진구",2013-11-13,3
"29543","광진구",2013-11-14,1
"29544","광진구",2013-11-15,5
"29545","광진구",2013-11-16,0
"29546","광진구",2013-11-17,3
"29547","광진구",2013-11-18,5
"29548","광진구",2013-11-19,1
"29549","광진구",2013-11-20,2
"29550","광진구",2013-11-21,3
"29551","광진구",2013-11-22,4
"29552","광진구",2013-11-23,6
"29553","광진구",2013-11-24,2
"29554","광진구",2013-11-25,1
"29555","광진구",2013-11-26,4
"29556","광진구",2013-11-27,6
"29557","광진구",2013-11-28,2
"29558","광진구",2013-11-29,1
"29559","광진구",2013-11-30,7
"29560","광진구",2013-12-01,5
"29561","광진구",2013-12-02,1
"29562","광진구",2013-12-03,5
"29563","광진구",2013-12-04,5
"29564","광진구",2013-12-05,3
"29565","광진구",2013-12-06,4
"29566","광진구",2013-12-07,4
"29567","광진구",2013-12-08,2
"29568","광진구",2013-12-09,4
"29569","광진구",2013-12-10,1
"29570","광진구",2013-12-11,4
"29571","광진구",2013-12-12,3
"29572","광진구",2013-12-13,2
"29573","광진구",2013-12-14,3
"29574","광진구",2013-12-15,3
"29575","광진구",2013-12-16,3
"29576","광진구",2013-12-17,4
"29577","광진구",2013-12-18,3
"29578","광진구",2013-12-19,2
"29579","광진구",2013-12-20,6
"29580","광진구",2013-12-21,8
"29581","광진구",2013-12-22,3
"29582","광진구",2013-12-23,6
"29583","광진구",2013-12-24,3
"29584","광진구",2013-12-25,1
"29585","광진구",2013-12-26,4
"29586","광진구",2013-12-27,4
"29587","광진구",2013-12-28,5
"29588","광진구",2013-12-29,2
"29589","광진구",2013-12-30,2
"29590","광진구",2013-12-31,6
"29591","구로구",2013-01-01,2
"29592","구로구",2013-01-02,3
"29593","구로구",2013-01-03,3
"29594","구로구",2013-01-04,5
"29595","구로구",2013-01-05,7
"29596","구로구",2013-01-06,7
"29597","구로구",2013-01-07,6
"29598","구로구",2013-01-08,3
"29599","구로구",2013-01-09,3
"29600","구로구",2013-01-10,6
"29601","구로구",2013-01-11,5
"29602","구로구",2013-01-12,2
"29603","구로구",2013-01-13,4
"29604","구로구",2013-01-14,4
"29605","구로구",2013-01-15,4
"29606","구로구",2013-01-16,3
"29607","구로구",2013-01-17,4
"29608","구로구",2013-01-18,3
"29609","구로구",2013-01-19,5
"29610","구로구",2013-01-20,3
"29611","구로구",2013-01-21,0
"29612","구로구",2013-01-22,4
"29613","구로구",2013-01-23,1
"29614","구로구",2013-01-24,4
"29615","구로구",2013-01-25,1
"29616","구로구",2013-01-26,7
"29617","구로구",2013-01-27,0
"29618","구로구",2013-01-28,2
"29619","구로구",2013-01-29,6
"29620","구로구",2013-01-30,2
"29621","구로구",2013-01-31,8
"29622","구로구",2013-02-01,3
"29623","구로구",2013-02-02,5
"29624","구로구",2013-02-03,3
"29625","구로구",2013-02-04,4
"29626","구로구",2013-02-05,3
"29627","구로구",2013-02-06,6
"29628","구로구",2013-02-07,5
"29629","구로구",2013-02-08,4
"29630","구로구",2013-02-09,3
"29631","구로구",2013-02-10,1
"29632","구로구",2013-02-11,2
"29633","구로구",2013-02-12,3
"29634","구로구",2013-02-13,2
"29635","구로구",2013-02-14,4
"29636","구로구",2013-02-15,2
"29637","구로구",2013-02-16,2
"29638","구로구",2013-02-17,2
"29639","구로구",2013-02-18,1
"29640","구로구",2013-02-19,1
"29641","구로구",2013-02-20,2
"29642","구로구",2013-02-21,3
"29643","구로구",2013-02-22,7
"29644","구로구",2013-02-23,3
"29645","구로구",2013-02-24,2
"29646","구로구",2013-02-25,2
"29647","구로구",2013-02-26,4
"29648","구로구",2013-02-27,1
"29649","구로구",2013-02-28,3
"29650","구로구",2013-03-01,3
"29651","구로구",2013-03-02,1
"29652","구로구",2013-03-03,0
"29653","구로구",2013-03-04,6
"29654","구로구",2013-03-05,2
"29655","구로구",2013-03-06,4
"29656","구로구",2013-03-07,5
"29657","구로구",2013-03-08,3
"29658","구로구",2013-03-09,2
"29659","구로구",2013-03-10,5
"29660","구로구",2013-03-11,2
"29661","구로구",2013-03-12,4
"29662","구로구",2013-03-13,3
"29663","구로구",2013-03-14,6
"29664","구로구",2013-03-15,4
"29665","구로구",2013-03-16,1
"29666","구로구",2013-03-17,2
"29667","구로구",2013-03-18,4
"29668","구로구",2013-03-19,2
"29669","구로구",2013-03-20,6
"29670","구로구",2013-03-21,4
"29671","구로구",2013-03-22,1
"29672","구로구",2013-03-23,8
"29673","구로구",2013-03-24,1
"29674","구로구",2013-03-25,3
"29675","구로구",2013-03-26,2
"29676","구로구",2013-03-27,3
"29677","구로구",2013-03-28,1
"29678","구로구",2013-03-29,2
"29679","구로구",2013-03-30,3
"29680","구로구",2013-03-31,4
"29681","구로구",2013-04-01,3
"29682","구로구",2013-04-02,3
"29683","구로구",2013-04-03,4
"29684","구로구",2013-04-04,4
"29685","구로구",2013-04-05,4
"29686","구로구",2013-04-06,3
"29687","구로구",2013-04-07,5
"29688","구로구",2013-04-08,3
"29689","구로구",2013-04-09,6
"29690","구로구",2013-04-10,6
"29691","구로구",2013-04-11,6
"29692","구로구",2013-04-12,5
"29693","구로구",2013-04-13,4
"29694","구로구",2013-04-14,0
"29695","구로구",2013-04-15,4
"29696","구로구",2013-04-16,2
"29697","구로구",2013-04-17,8
"29698","구로구",2013-04-18,3
"29699","구로구",2013-04-19,4
"29700","구로구",2013-04-20,8
"29701","구로구",2013-04-21,4
"29702","구로구",2013-04-22,2
"29703","구로구",2013-04-23,6
"29704","구로구",2013-04-24,3
"29705","구로구",2013-04-25,5
"29706","구로구",2013-04-26,5
"29707","구로구",2013-04-27,7
"29708","구로구",2013-04-28,3
"29709","구로구",2013-04-29,4
"29710","구로구",2013-04-30,3
"29711","구로구",2013-05-01,4
"29712","구로구",2013-05-02,3
"29713","구로구",2013-05-03,4
"29714","구로구",2013-05-04,5
"29715","구로구",2013-05-05,4
"29716","구로구",2013-05-06,4
"29717","구로구",2013-05-07,5
"29718","구로구",2013-05-08,4
"29719","구로구",2013-05-09,3
"29720","구로구",2013-05-10,4
"29721","구로구",2013-05-11,4
"29722","구로구",2013-05-12,3
"29723","구로구",2013-05-13,4
"29724","구로구",2013-05-14,3
"29725","구로구",2013-05-15,4
"29726","구로구",2013-05-16,4
"29727","구로구",2013-05-17,7
"29728","구로구",2013-05-18,6
"29729","구로구",2013-05-19,6
"29730","구로구",2013-05-20,4
"29731","구로구",2013-05-21,4
"29732","구로구",2013-05-22,3
"29733","구로구",2013-05-23,2
"29734","구로구",2013-05-24,2
"29735","구로구",2013-05-25,5
"29736","구로구",2013-05-26,3
"29737","구로구",2013-05-27,3
"29738","구로구",2013-05-28,1
"29739","구로구",2013-05-29,2
"29740","구로구",2013-05-30,4
"29741","구로구",2013-05-31,3
"29742","구로구",2013-06-01,10
"29743","구로구",2013-06-02,0
"29744","구로구",2013-06-03,6
"29745","구로구",2013-06-04,4
"29746","구로구",2013-06-05,5
"29747","구로구",2013-06-06,3
"29748","구로구",2013-06-07,3
"29749","구로구",2013-06-08,3
"29750","구로구",2013-06-09,2
"29751","구로구",2013-06-10,6
"29752","구로구",2013-06-11,2
"29753","구로구",2013-06-12,8
"29754","구로구",2013-06-13,4
"29755","구로구",2013-06-14,4
"29756","구로구",2013-06-15,6
"29757","구로구",2013-06-16,4
"29758","구로구",2013-06-17,3
"29759","구로구",2013-06-18,7
"29760","구로구",2013-06-19,6
"29761","구로구",2013-06-20,7
"29762","구로구",2013-06-21,1
"29763","구로구",2013-06-22,1
"29764","구로구",2013-06-23,3
"29765","구로구",2013-06-24,4
"29766","구로구",2013-06-25,3
"29767","구로구",2013-06-26,3
"29768","구로구",2013-06-27,7
"29769","구로구",2013-06-28,5
"29770","구로구",2013-06-29,4
"29771","구로구",2013-06-30,6
"29772","구로구",2013-07-01,5
"29773","구로구",2013-07-02,7
"29774","구로구",2013-07-03,3
"29775","구로구",2013-07-04,3
"29776","구로구",2013-07-05,4
"29777","구로구",2013-07-06,4
"29778","구로구",2013-07-07,6
"29779","구로구",2013-07-08,1
"29780","구로구",2013-07-09,9
"29781","구로구",2013-07-10,4
"29782","구로구",2013-07-11,5
"29783","구로구",2013-07-12,4
"29784","구로구",2013-07-13,4
"29785","구로구",2013-07-14,1
"29786","구로구",2013-07-15,3
"29787","구로구",2013-07-16,2
"29788","구로구",2013-07-17,7
"29789","구로구",2013-07-18,3
"29790","구로구",2013-07-19,4
"29791","구로구",2013-07-20,3
"29792","구로구",2013-07-21,4
"29793","구로구",2013-07-22,4
"29794","구로구",2013-07-23,3
"29795","구로구",2013-07-24,6
"29796","구로구",2013-07-25,6
"29797","구로구",2013-07-26,8
"29798","구로구",2013-07-27,5
"29799","구로구",2013-07-28,4
"29800","구로구",2013-07-29,1
"29801","구로구",2013-07-30,3
"29802","구로구",2013-07-31,5
"29803","구로구",2013-08-01,4
"29804","구로구",2013-08-02,3
"29805","구로구",2013-08-03,1
"29806","구로구",2013-08-04,1
"29807","구로구",2013-08-05,4
"29808","구로구",2013-08-06,5
"29809","구로구",2013-08-07,3
"29810","구로구",2013-08-08,4
"29811","구로구",2013-08-09,0
"29812","구로구",2013-08-10,2
"29813","구로구",2013-08-11,3
"29814","구로구",2013-08-12,2
"29815","구로구",2013-08-13,3
"29816","구로구",2013-08-14,2
"29817","구로구",2013-08-15,3
"29818","구로구",2013-08-16,2
"29819","구로구",2013-08-17,6
"29820","구로구",2013-08-18,2
"29821","구로구",2013-08-19,4
"29822","구로구",2013-08-20,5
"29823","구로구",2013-08-21,2
"29824","구로구",2013-08-22,5
"29825","구로구",2013-08-23,2
"29826","구로구",2013-08-24,3
"29827","구로구",2013-08-25,2
"29828","구로구",2013-08-26,4
"29829","구로구",2013-08-27,1
"29830","구로구",2013-08-28,3
"29831","구로구",2013-08-29,2
"29832","구로구",2013-08-30,10
"29833","구로구",2013-08-31,4
"29834","구로구",2013-09-01,4
"29835","구로구",2013-09-02,2
"29836","구로구",2013-09-03,6
"29837","구로구",2013-09-04,3
"29838","구로구",2013-09-05,0
"29839","구로구",2013-09-06,7
"29840","구로구",2013-09-07,7
"29841","구로구",2013-09-08,7
"29842","구로구",2013-09-09,6
"29843","구로구",2013-09-10,5
"29844","구로구",2013-09-11,8
"29845","구로구",2013-09-12,4
"29846","구로구",2013-09-13,3
"29847","구로구",2013-09-14,5
"29848","구로구",2013-09-15,0
"29849","구로구",2013-09-16,8
"29850","구로구",2013-09-17,4
"29851","구로구",2013-09-18,5
"29852","구로구",2013-09-19,3
"29853","구로구",2013-09-20,3
"29854","구로구",2013-09-21,4
"29855","구로구",2013-09-22,3
"29856","구로구",2013-09-23,7
"29857","구로구",2013-09-24,3
"29858","구로구",2013-09-25,5
"29859","구로구",2013-09-26,6
"29860","구로구",2013-09-27,8
"29861","구로구",2013-09-28,7
"29862","구로구",2013-09-29,8
"29863","구로구",2013-09-30,5
"29864","구로구",2013-10-01,2
"29865","구로구",2013-10-02,7
"29866","구로구",2013-10-03,7
"29867","구로구",2013-10-04,6
"29868","구로구",2013-10-05,6
"29869","구로구",2013-10-06,4
"29870","구로구",2013-10-07,2
"29871","구로구",2013-10-08,6
"29872","구로구",2013-10-09,4
"29873","구로구",2013-10-10,5
"29874","구로구",2013-10-11,4
"29875","구로구",2013-10-12,4
"29876","구로구",2013-10-13,4
"29877","구로구",2013-10-14,3
"29878","구로구",2013-10-15,5
"29879","구로구",2013-10-16,4
"29880","구로구",2013-10-17,4
"29881","구로구",2013-10-18,6
"29882","구로구",2013-10-19,5
"29883","구로구",2013-10-20,2
"29884","구로구",2013-10-21,2
"29885","구로구",2013-10-22,3
"29886","구로구",2013-10-23,6
"29887","구로구",2013-10-24,6
"29888","구로구",2013-10-25,7
"29889","구로구",2013-10-26,4
"29890","구로구",2013-10-27,2
"29891","구로구",2013-10-28,3
"29892","구로구",2013-10-29,4
"29893","구로구",2013-10-30,6
"29894","구로구",2013-10-31,6
"29895","구로구",2013-11-01,1
"29896","구로구",2013-11-02,6
"29897","구로구",2013-11-03,0
"29898","구로구",2013-11-04,4
"29899","구로구",2013-11-05,3
"29900","구로구",2013-11-06,5
"29901","구로구",2013-11-07,4
"29902","구로구",2013-11-08,5
"29903","구로구",2013-11-09,4
"29904","구로구",2013-11-10,3
"29905","구로구",2013-11-11,1
"29906","구로구",2013-11-12,6
"29907","구로구",2013-11-13,10
"29908","구로구",2013-11-14,4
"29909","구로구",2013-11-15,4
"29910","구로구",2013-11-16,5
"29911","구로구",2013-11-17,4
"29912","구로구",2013-11-18,5
"29913","구로구",2013-11-19,1
"29914","구로구",2013-11-20,3
"29915","구로구",2013-11-21,7
"29916","구로구",2013-11-22,5
"29917","구로구",2013-11-23,6
"29918","구로구",2013-11-24,4
"29919","구로구",2013-11-25,4
"29920","구로구",2013-11-26,4
"29921","구로구",2013-11-27,2
"29922","구로구",2013-11-28,3
"29923","구로구",2013-11-29,4
"29924","구로구",2013-11-30,3
"29925","구로구",2013-12-01,2
"29926","구로구",2013-12-02,0
"29927","구로구",2013-12-03,3
"29928","구로구",2013-12-04,0
"29929","구로구",2013-12-05,6
"29930","구로구",2013-12-06,9
"29931","구로구",2013-12-07,6
"29932","구로구",2013-12-08,1
"29933","구로구",2013-12-09,0
"29934","구로구",2013-12-10,5
"29935","구로구",2013-12-11,7
